player_id,squad_id,squad_name,home_arena,role,preferred_loadout,matches_played,assists,season_score,tag_accuracy_pct,shield_uptime_pct,stamina_score,reflex_score,reaction_time_sec,energy_delta_pct,favorite_drink,preferred_channel,commute_mode,glow_rating,wellbeing_index,scout_notes
LT0019,SQ041,Neon Ninjas,Nebula Nexus,Sniper,,5,34,7836.8,64.1,93.0,85,63,0.284,-1.1,Star Seltzer,HoloCom,Walk,8.9,76.7,needs recalibration
LT0020,SQ019,Solar Sparks,Nebula Nexus,Strategist,,33,6,6019.8,49.4,73.4,62,65,0.324,-2.9,Nebula Nectar,Beacon Screens,Transit,6.5,63.3,
LT0021,SQ010,Quantum Queens,Nebula Nexus,Engineer,,11,8,4553.4,49.8,33.0,54,63,0.365,2.6,Nebula Nectar,Beacon Screens,Transit,3.2,60.4,follow-up for interview
LT0022,SQ041,Neon Ninjas,Astro Alley,Captain,Rail Blaster,5,5,2870.1,27.2,18.6,99,68,0.318,19.5,Quasar Quench,Arena App,E-scooter,1.1,94.8,needs recalibration
LT0023,SQ041,Neon Ninjas,Nova Spire,Sniper,Stealth Rig,24,4,3734.2,23.1,77.3,75,57,0.314,14.1,Water,Arena App,Carpool,2.2,79.2,late check-in
LT0024,SQ010,Quantum Queens,Nova Spire,Sniper,,7,27,7163.3,61.8,78.1,59,50,0.313,11.5,Photon Fizz,Squad Mentor,Walk,7.6,68.2,pair with rookie
LT0025,sq010,Quantum Queens,Photon Forge,Captain,,39,19,5549.5,23.4,67.4,59,94,0.23,-2.0,Photon Fizz,Squad Mentor,Transit,5.7,61.0,pair with rookie
LT0026,SQ010,Quantum Queens,Nebula Nexus,Strategist,Shield Drone,28,32,7280.0,54.5,34.1,61,74,0.284,14.8,Water,HoloCom,Hover Tram,8.1,71.9,follow-up for interview
LT0027,SQ040,Gamma Guild,Nova Spire,Scout,Shield Drone,23,29,6949.4,51.8,34.2,84,88,0.202,12.6,Quasar Quench,Arena App,E-scooter,7.6,82.5,pair with rookie
LT0028,SQ040,Gamma Guild,Photon Forge,Sniper,Support Pod,29,8,6751.1,53.3,18.5,81,99,0.15,2.0,Water,Squad Mentor,Carpool,6.8,73.4,pair with rookie
LT0029,SQ019,Solar Sparks,Nebula Nexus,Sniper,Dual Pulse,8,33,7151.0,57.6,41.4,52,48,0.337,14.5,Star Seltzer,Arena App,Walk,7.0,66.0,pair with rookie
LT0030,SQ040,Gamma Guild,Nova Spire,Sniper,Dual Pulse,32,30,5966.4,36.7,64.2,76,84,0.218,4.8,Star Seltzer,HoloCom,Hover Tram,6.1,74.6,late check-in
LT0031,SQ040,Gamma Guild,Nova Spire,Strategist,Shield Drone,19,2,4345.8,27.8,48.1,93,93,0.219,14.2,Photon Fizz,Beacon Screens,E-scooter,3.4,86.4,late check-in
LT0032,SQ010,Quantum Queens,Photon Forge,Strategist,Stealth Rig,37,26,7507.9,54.4,15.4,62,51,0.365,4.9,Star Seltzer,Squad Mentor,Hover Tram,8.4,67.2,pair with rookie
LT0033,sq010,Quantum Queens,Photon Forge,Scout,Stealth Rig,33,27,6433.4,42.6,13.4,53,46,0.363,23.4,Star Seltzer,Squad Mentor,Carpool,7.0,68.7,prefers stealth mode
LT0034,SQ010,Quantum Queens,Astro Alley,Engineer,Shield Drone,14,20,5505.9,43.7,29.2,98,95,0.252,9.1,Nebula Nectar,Arena App,Carpool,5.2,90.0,late check-in
LT0035,SQ019,Solar Sparks,Nova Spire,Captain,Shield Drone,32,18,6838.8,52.0,83.6,56,98,0.227,20.3,Star Seltzer,SMS Alert,Walk,7.7,72.9,needs recalibration
LT0036,SQ041,Neon Ninjas,Nebula Nexus,Engineer,Rail Blaster,38,15,6919.9,54.1,78.7,55,77,0.314,-3.1,Star Seltzer,Arena App,E-scooter,7.4,59.0,late check-in
LT0037,SQ010,Quantum Queens,Astro Alley,Sniper,,20,19,7687.0,64.4,26.3,78,41,0.38,18.2,Water,Arena App,Carpool,8.8,82.2,prefers stealth mode
LT0038,SQ045,Hyper Hawks,Nebula Nexus,Scout,Stealth Rig,14,15,4306.2,36.1,48.3,58,77,0.253,7.0,Photon Fizz,SMS Alert,Transit,3.3,62.1,prefers stealth mode
LT0039,SQ019,Solar Sparks,Nebula Nexus,Strategist,Rail Blaster,15,33,5133.4,32.7,86.2,57,46,0.374,0.3,Photon Fizz,Squad Mentor,Transit,4.6,60.3,
LT0040,SQ041,Neon Ninjas,Astro Alley,Strategist,Shield Drone,22,15,6067.0,50.4,93.5,50,82,0.265,-2.3,Water,Beacon Screens,Transit,6.1,56.7,needs recalibration
LT0041,SQ010,Quantum Queens,Astro Alley,Engineer,Rail Blaster,33,29,7348.9,35.9,69.2,80,62,0.356,-1.3,Quasar Quench,Beacon Screens,Carpool,8.2,71.9,late check-in
LT0042,SQ010,Quantum Queens,Astro Alley,Sniper,Stealth Rig,14,35,7323.3,55.9,46.4,74,50,0.335,12.2,Star Seltzer,SMS Alert,Transit,8.0,77.8,pair with rookie
LT0043,SQ019,Solar Sparks,Astro Alley,Scout,Stealth Rig,26,29,4762.2,24.5,11.9,58,91,0.192,9.7,Nebula Nectar,Arena App,Walk,4.4,70.0,pair with rookie
LT0044,SQ041,Neon Ninjas,Nebula Nexus,Scout,,33,19,5115.2,26.2,41.1,76,57,0.329,8.7,Star Seltzer,SMS Alert,Hover Tram,4.7,74.3,pair with rookie
LT0045,SQ040,Gamma Guild,Astro Alley,Sniper,,19,1,7310.9,66.1,16.2,84,72,0.255,13.8,Quasar Quench,Arena App,Carpool,8.0,81.5,follow-up for interview
LT0046,SQ010,Quantum Queens,Astro Alley,Engineer,Stealth Rig,23,8,5547.7,59.7,37.3,65,49,0.418,6.2,Nebula Nectar,Beacon Screens,Hover Tram,5.5,69.4,needs recalibration
LT0047,SQ019,Solar Sparks,Astro Alley,Scout,Rail Blaster,17,19,5498.6,40.9,47.6,90,59,0.339,4.9,Star Seltzer,SMS Alert,Carpool,4.6,84.1,prefers stealth mode
LT0048,SQ019,Solar Sparks,Photon Forge,Engineer,Stealth Rig,36,13,5670.6,37.1,27.8,64,50,0.381,-1.2,Nebula Nectar,Squad Mentor,E-scooter,5.0,63.2,prefers stealth mode
LT0049,SQ040,Gamma Guild,Nebula Nexus,Sniper,Rail Blaster,8,31,5205.0,37.5,67.1,75,75,0.239,-3.1,Quasar Quench,Squad Mentor,E-scooter,4.4,70.4,late check-in
LT0050,SQ019,Solar Sparks,Astro Alley,Captain,Dual Pulse,12,31,6767.8,50.7,69.1,75,44,0.382,23.6,Nebula Nectar,Beacon Screens,E-scooter,6.5,85.4,pair with rookie
LT0051,SQ010,Quantum Queens,Nova Spire,Captain,Support Pod,20,7,4025.2,27.0,15.4,97,62,0.331,14.8,Photon Fizz,Arena App,Transit,3.0,87.7,
LT0052,SQ041,Neon Ninjas,Astro Alley,Scout,Rail Blaster,20,0,4269.7,33.8,88.0,57,55,0.338,4.4,Photon Fizz,Beacon Screens,Hover Tram,3.8,62.1,prefers stealth mode
LT0053,SQ040,Gamma Guild,Nova Spire,Captain,Dual Pulse,9,3,2650.4,27.0,86.5,75,52,0.382,16.0,Photon Fizz,SMS Alert,E-scooter,1.1,78.4,follow-up for interview
LT0054,SQ041,Neon Ninjas,Photon Forge,Captain,Dual Pulse,10,17,5101.5,45.1,32.3,92,86,0.249,8.9,Photon Fizz,Arena App,Transit,4.9,83.9,
LT0055,SQ040,Gamma Guild,Astro Alley,Captain,Support Pod,23,10,5698.5,57.8,76.6,79,60,0.337,9.1,Nebula Nectar,Squad Mentor,Transit,6.1,79.1,follow-up for interview
LT0056,SQ040,Gamma Guild,Photon Forge,Strategist,,33,8,5649.5,44.1,46.4,92,69,0.287,-1.4,Quasar Quench,Arena App,E-scooter,5.9,80.2,
LT0057,SQ019,Solar Sparks,Astro Alley,Scout,,8,33,5123.5,39.1,75.6,90,42,0.381,20.3,Quasar Quench,Squad Mentor,Walk,4.8,86.4,prefers stealth mode
LT0058,SQ045,Hyper Hawks,Nova Spire,Engineer,Rail Blaster,39,28,7433.5,29.3,34.6,89,40,0.409,1.7,Star Seltzer,Arena App,Carpool,8.5,80.5,
LT0059,SQ045,Hyper Hawks,Astro Alley,Engineer,Rail Blaster,32,4,5056.5,57.2,80.5,51,92,0.259,-1.3,Nebula Nectar,SMS Alert,Walk,4.6,57.2,needs recalibration
LT0060,SQ040,Gamma Guild,Astro Alley,Sniper,Stealth Rig,36,6,7883.3,60.9,93.1,88,56,0.303,14.0,Water,Beacon Screens,Walk,8.6,86.9,prefers stealth mode
LT0061,SQ010,Quantum Queens,Astro Alley,Strategist,Stealth Rig,39,29,6310.3,35.0,22.1,57,89,0.244,12.5,Quasar Quench,HoloCom,E-scooter,6.2,66.9,late check-in
LT0062,SQ040,Gamma Guild,Nova Spire,Captain,Rail Blaster,18,24,6213.2,48.1,61.2,72,46,0.372,0.9,Nebula Nectar,SMS Alert,Walk,6.0,69.3,prefers stealth mode
LT0063,SQ045,Hyper Hawks,Photon Forge,Engineer,Stealth Rig,36,22,6571.5,36.3,49.7,99,71,0.312,23.9,Nebula Nectar,HoloCom,Transit,6.5,96.3,
LT0064,SQ045,Hyper Hawks,Nebula Nexus,Engineer,,22,10,5300.0,46.7,54.3,85,42,0.435,3.5,Photon Fizz,HoloCom,Walk,4.8,79.6,late check-in
LT0065,SQ040,Gamma Guild,Nova Spire,Strategist,Dual Pulse,13,18,6376.9,62.7,56.5,67,79,0.264,0.7,Nebula Nectar,SMS Alert,Transit,6.8,68.2,late check-in
LT0066,SQ045,Hyper Hawks,Nebula Nexus,Captain,Rail Blaster,28,22,6303.9,36.9,56.7,73,95,0.216,17.0,Photon Fizz,SMS Alert,E-scooter,7.2,75.9,late check-in
LT0067,SQ040,Gamma Guild,Nebula Nexus,Engineer,Stealth Rig,27,27,6679.8,38.4,52.0,53,77,0.327,-2.0,Star Seltzer,SMS Alert,E-scooter,6.5,59.6,
LT0068,SQ019,Solar Sparks,Astro Alley,Sniper,Shield Drone,14,13,3371.2,25.6,19.4,92,81,0.249,16.2,Nebula Nectar,SMS Alert,E-scooter,2.4,86.6,prefers stealth mode
LT0069,SQ045,Hyper Hawks,Nebula Nexus,Engineer,,52,15,7598.1,59.2,39.3,70,43,0.399,22.8,Water,HoloCom,Carpool,7.9,80.0,follow-up for interview
LT0070,SQ019,Solar Sparks,Nova Spire,Captain,Dual Pulse,8,14,5074.3,50.9,11.5,74,89,0.243,0.7,Water,HoloCom,Carpool,5.0,69.1,follow-up for interview
LT0071,SQ019,Solar Sparks,Nebula Nexus,Scout,Support Pod,32,22,5113.9,31.3,37.8,58,62,0.313,-3.2,Star Seltzer,HoloCom,Transit,4.7,61.6,pair with rookie
LT0072,SQ010,Quantum Queens,Nova Spire,Captain,Stealth Rig,33,33,6865.9,36.2,75.5,82,70,0.327,12.3,Quasar Quench,Squad Mentor,Hover Tram,6.8,79.8,needs recalibration
LT0073,SQ019,Solar Sparks,Photon Forge,Captain,Rail Blaster,33,21,5226.4,22.1,14.0,55,65,0.317,4.8,Quasar Quench,Arena App,Hover Tram,5.4,61.2,late check-in
LT0074,SQ019,Solar Sparks,Astro Alley,Sniper,Support Pod,18,18,4781.2,33.9,74.7,74,57,0.305,22.0,Photon Fizz,HoloCom,Hover Tram,4.1,82.4,
LT0075,SQ045,Hyper Hawks,Astro Alley,Captain,Dual Pulse,34,3,6134.4,64.5,56.5,61,61,0.348,11.8,Quasar Quench,Beacon Screens,Walk,6.2,70.0,follow-up for interview
LT0076,SQ019,Solar Sparks,Nebula Nexus,Engineer,Shield Drone,29,8,4650.9,28.4,62.5,69,52,0.388,7.4,Water,Beacon Screens,Walk,3.6,70.9,late check-in
LT0077,SQ045,Hyper Hawks,Astro Alley,Scout,,34,2,6115.2,51.6,15.7,58,53,0.339,8.6,Photon Fizz,Arena App,Walk,6.0,68.7,follow-up for interview
LT0078,SQ010,Quantum Queens,Nebula Nexus,Captain,Rail Blaster,7,4,4304.4,51.3,81.7,65,85,0.259,14.9,Star Seltzer,Squad Mentor,Carpool,3.8,72.6,needs recalibration
LT0079,SQ019,Solar Sparks,Astro Alley,Scout,Stealth Rig,39,20,6585.3,39.6,11.5,73,55,0.321,11.5,Nebula Nectar,HoloCom,Transit,6.9,75.9,
LT0080,SQ010,Quantum Queens,Nova Spire,Captain,Support Pod,28,30,8088.5,66.3,76.9,73,85,0.258,21.5,Quasar Quench,SMS Alert,Carpool,9.4,81.0,pair with rookie
LT0081,SQ010,Quantum Queens,Astro Alley,Scout,,35,17,8200.7,67.1,35.4,99,76,0.255,13.5,Nebula Nectar,SMS Alert,Carpool,9.5,89.7,needs recalibration
LT0082,SQ045,Hyper Hawks,Photon Forge,Strategist,Stealth Rig,10,33,6784.9,66.4,33.2,91,48,0.377,24.9,Star Seltzer,HoloCom,Carpool,7.6,92.5,late check-in
LT0083,sq041,Neon Ninjas,Nebula Nexus,Engineer,,23,27,7672.8,66.8,29.5,92,51,0.381,10.1,Quasar Quench,Beacon Screens,Walk,8.3,84.5,pair with rookie
LT0084,SQ019,Solar Sparks,Photon Forge,Captain,Dual Pulse,20,30,5693.7,25.4,26.2,86,58,0.355,-2.9,Nebula Nectar,Squad Mentor,Transit,5.2,75.3,pair with rookie
LT0085,SQ019,Solar Sparks,Nova Spire,Scout,Stealth Rig,35,18,4877.5,27.8,47.4,82,69,0.294,4.0,Photon Fizz,Squad Mentor,Walk,4.8,79.1,follow-up for interview
LT0086,SQ045,Hyper Hawks,Photon Forge,Scout,Shield Drone,20,12,6710.5,60.8,22.4,82,43,0.381,22.4,Nebula Nectar,Squad Mentor,Hover Tram,7.0,84.2,needs recalibration
LT0087,SQ045,Hyper Hawks,Astro Alley,Sniper,Dual Pulse,22,7,4547.6,36.4,34.9,55,46,0.352,13.1,Star Seltzer,Squad Mentor,Walk,4.4,63.4,needs recalibration
LT0088,SQ010,Quantum Queens,Photon Forge,Captain,Stealth Rig,32,9,5079.3,35.2,44.1,71,77,0.287,9.8,Star Seltzer,Beacon Screens,Transit,4.9,76.4,late check-in
LT0089,SQ040,Gamma Guild,Nebula Nexus,Sniper,Dual Pulse,29,2,5941.2,46.6,24.3,71,77,0.234,5.2,Star Seltzer,Beacon Screens,E-scooter,6.0,75.6,follow-up for interview
LT0090,SQ045,Hyper Hawks,Nebula Nexus,Strategist,Support Pod,20,3,5616.3,56.9,89.5,64,86,0.247,16.8,Star Seltzer,HoloCom,Walk,5.5,73.0,late check-in
LT0091,SQ041,Neon Ninjas,Astro Alley,Sniper,Shield Drone,5,26,6241.7,51.0,41.9,81,42,0.366,3.3,Water,Arena App,E-scooter,7.2,73.3,follow-up for interview
LT0092,SQ010,Quantum Queens,Nova Spire,Strategist,,5,13,4577.8,48.8,48.5,51,49,0.371,14.7,Nebula Nectar,SMS Alert,Walk,4.6,65.2,pair with rookie
LT0093,SQ041,Neon Ninjas,Photon Forge,Scout,Shield Drone,38,4,6867.8,57.7,83.5,88,40,0.411,13.7,Nebula Nectar,Squad Mentor,E-scooter,7.4,84.4,follow-up for interview
LT0094,SQ010,Quantum Queens,Astro Alley,Scout,Stealth Rig,19,18,4114.0,24.9,42.6,63,77,0.27,1.2,Water,SMS Alert,Walk,3.3,65.4,needs recalibration
LT0095,sq045,Hyper Hawks,Nova Spire,Scout,Stealth Rig,5,14,5544.4,63.8,71.3,85,54,0.343,3.4,Quasar Quench,Arena App,Walk,5.8,76.7,prefers stealth mode
LT0096,SQ019,Solar Sparks,Photon Forge,Sniper,Stealth Rig,11,1,5069.4,51.1,76.2,83,61,0.285,0.6,Photon Fizz,Arena App,E-scooter,4.5,76.8,follow-up for interview
LT0097,SQ041,Neon Ninjas,Nebula Nexus,Sniper,Support Pod,9,32,4478.6,35.4,13.0,80,84,0.198,16.9,Water,Beacon Screens,Hover Tram,4.0,82.9,prefers stealth mode
LT0098,SQ045,Hyper Hawks,Nova Spire,Engineer,Support Pod,29,6,5171.9,58.7,31.5,95,72,0.336,10.5,Photon Fizz,Squad Mentor,E-scooter,4.7,84.8,follow-up for interview
LT0099,SQ045,Hyper Hawks,Photon Forge,Strategist,Shield Drone,34,6,7001.4,63.2,37.2,60,48,0.377,-1.4,Water,Beacon Screens,Transit,7.6,63.9,pair with rookie
LT0100,SQ045,Hyper Hawks,Nova Spire,Scout,Stealth Rig,8,14,6190.0,67.2,14.9,96,56,0.336,10.2,Nebula Nectar,SMS Alert,Transit,6.1,90.5,pair with rookie
LT0101,sq040,Gamma Guild,Astro Alley,Strategist,Support Pod,13,1,3089.5,26.4,28.1,55,44,0.37,13.8,Nebula Nectar,SMS Alert,Hover Tram,1.1,67.6,follow-up for interview
LT0102,sq045,Hyper Hawks,Astro Alley,Engineer,Stealth Rig,13,10,5616.3,58.0,81.3,74,43,0.42,0.7,Water,Arena App,Transit,4.6,70.7,
LT0103,SQ040,Gamma Guild,Nebula Nexus,Captain,Shield Drone,24,9,4714.3,37.7,81.4,53,84,0.268,20.1,Quasar Quench,Beacon Screens,Carpool,3.9,69.1,needs recalibration
LT0104,SQ019,Solar Sparks,Astro Alley,Scout,,13,33,4937.6,28.7,87.5,53,58,0.313,17.4,Water,Beacon Screens,Transit,4.3,69.0,
LT0105,SQ040,Gamma Guild,Nebula Nexus,Engineer,Shield Drone,21,33,7815.5,60.8,84.5,67,66,0.337,17.8,Water,Squad Mentor,E-scooter,8.5,73.1,needs recalibration
LT0106,SQ041,Neon Ninjas,Nova Spire,Engineer,,15,33,7778.6,60.4,26.6,53,43,0.414,4.6,Photon Fizz,Squad Mentor,Transit,9.3,62.2,pair with rookie
LT0107,SQ010,Quantum Queens,Nebula Nexus,Sniper,Support Pod,33,35,8146.4,61.2,12.7,69,74,0.246,4.3,Photon Fizz,Arena App,Walk,9.7,69.7,needs recalibration
LT0108,SQ041,Neon Ninjas,Photon Forge,Scout,Shield Drone,17,31,5984.4,45.5,41.6,67,44,0.372,-2.2,Star Seltzer,Beacon Screens,Hover Tram,5.7,68.9,late check-in
LT0109,SQ045,Hyper Hawks,Photon Forge,Strategist,Rail Blaster,11,1,4024.4,38.7,36.1,64,53,0.358,-2.1,Star Seltzer,Beacon Screens,Hover Tram,3.2,64.4,prefers stealth mode
LT0110,SQ019,Solar Sparks,Photon Forge,Strategist,Rail Blaster,17,16,3581.2,23.7,20.7,68,82,0.264,1.7,Quasar Quench,SMS Alert,Carpool,2.2,71.0,
LT0111,SQ010,Quantum Queens,Nebula Nexus,Engineer,Stealth Rig,7,29,6250.4,36.3,57.4,93,84,0.29,5.0,Star Seltzer,HoloCom,Hover Tram,6.2,81.7,needs recalibration
LT0112,SQ045,Hyper Hawks,Photon Forge,Captain,Dual Pulse,22,17,6809.1,65.1,11.6,80,68,0.331,22.9,Star Seltzer,HoloCom,Transit,7.4,85.9,
LT0113,SQ041,Neon Ninjas,Astro Alley,Engineer,Rail Blaster,36,21,5916.4,28.3,16.1,76,86,0.256,13.1,Water,HoloCom,Transit,6.0,78.7,pair with rookie
LT0114,SQ045,Hyper Hawks,Nova Spire,Scout,,20,16,5648.8,51.8,38.4,79,85,0.223,11.4,Nebula Nectar,SMS Alert,Transit,5.4,77.7,follow-up for interview
LT0115,SQ045,Hyper Hawks,Astro Alley,Captain,Dual Pulse,21,17,5917.5,48.8,80.8,52,83,0.268,14.0,Photon Fizz,Beacon Screens,Carpool,6.4,66.2,needs recalibration
LT0116,SQ040,Gamma Guild,Photon Forge,Captain,Rail Blaster,20,11,5867.9,62.8,83.1,92,81,0.276,13.6,Star Seltzer,SMS Alert,Walk,5.6,88.7,follow-up for interview
LT0117,SQ019,Solar Sparks,Nebula Nexus,Engineer,Stealth Rig,25,9,5285.0,48.6,50.9,68,69,0.329,3.0,Star Seltzer,Squad Mentor,Hover Tram,4.9,68.7,late check-in
LT0118,SQ010,Quantum Queens,Photon Forge,Engineer,Shield Drone,38,23,7486.7,55.3,22.0,53,61,0.339,4.0,Star Seltzer,Beacon Screens,Transit,9.1,59.1,prefers stealth mode
LT0119,SQ010,Quantum Queens,Photon Forge,Captain,Stealth Rig,25,5,5988.4,57.9,61.3,73,58,0.353,22.2,Water,HoloCom,E-scooter,6.2,80.9,pair with rookie
LT0120,SQ019,Solar Sparks,Astro Alley,Scout,Support Pod,33,2,5632.7,45.0,74.6,66,56,0.349,22.0,Water,Arena App,Transit,6.0,75.8,
LT0121,SQ041,Neon Ninjas,Nova Spire,Engineer,Shield Drone,16,34,6905.0,41.3,49.5,56,90,0.255,5.0,Nebula Nectar,Beacon Screens,Hover Tram,7.3,63.2,
LT0122,sq045,Hyper Hawks,Nebula Nexus,Strategist,Rail Blaster,16,4,5247.1,55.3,42.2,89,81,0.279,0.0,Photon Fizz,Squad Mentor,E-scooter,5.1,78.8,needs recalibration
LT0123,SQ019,Solar Sparks,Astro Alley,Strategist,Stealth Rig,23,16,5708.1,44.3,50.0,72,40,0.397,11.1,Water,HoloCom,Carpool,5.5,72.6,prefers stealth mode
LT0124,sq040,Gamma Guild,Nova Spire,Scout,Support Pod,22,31,5050.0,22.1,48.2,68,53,0.342,8.3,Photon Fizz,SMS Alert,Hover Tram,4.6,69.2,prefers stealth mode
LT0125,SQ041,Neon Ninjas,Astro Alley,Captain,Support Pod,22,14,6005.2,50.2,31.4,63,64,0.319,8.9,Photon Fizz,Arena App,E-scooter,5.9,70.0,needs recalibration
LT0126,sq010,Quantum Queens,Astro Alley,Captain,Support Pod,22,30,7524.2,56.5,89.7,89,73,0.297,-4.6,Water,Squad Mentor,Hover Tram,8.6,75.9,prefers stealth mode
LT0127,SQ045,Hyper Hawks,Nebula Nexus,Engineer,,38,3,5701.5,52.9,65.4,63,92,0.277,10.9,Photon Fizz,SMS Alert,E-scooter,5.2,66.4,follow-up for interview
LT0128,SQ010,Quantum Queens,Nova Spire,Sniper,Rail Blaster,40,10,4065.0,25.4,10.4,67,52,0.332,3.8,Star Seltzer,Beacon Screens,Hover Tram,3.5,70.2,needs recalibration
LT0129,SQ019,Solar Sparks,Astro Alley,Scout,Dual Pulse,17,6,6265.3,65.0,34.8,87,52,0.363,11.5,Nebula Nectar,Arena App,Carpool,6.9,83.7,prefers stealth mode
LT0130,SQ040,Gamma Guild,Nebula Nexus,Strategist,Dual Pulse,15,28,6131.1,55.4,94.4,95,64,0.336,8.3,Photon Fizz,HoloCom,Transit,6.3,84.9,pair with rookie
LT0131,SQ045,Hyper Hawks,Photon Forge,Captain,Stealth Rig,12,30,6381.9,47.3,17.0,67,62,0.341,9.9,Nebula Nectar,Arena App,Carpool,6.6,69.9,prefers stealth mode
LT0132,sq045,Hyper Hawks,Astro Alley,Sniper,Shield Drone,21,29,4244.6,29.3,15.1,78,90,0.204,4.2,Water,Beacon Screens,Carpool,3.7,76.3,pair with rookie
LT0133,SQ019,Solar Sparks,Photon Forge,Strategist,Shield Drone,7,18,4149.2,30.6,22.3,53,48,0.379,-1.5,Water,Beacon Screens,E-scooter,3.1,59.6,needs recalibration
LT0134,SQ040,Gamma Guild,Nova Spire,Engineer,Dual Pulse,7,0,3104.2,39.1,25.5,97,68,0.344,8.8,Photon Fizz,Squad Mentor,E-scooter,2.0,90.9,follow-up for interview
LT0135,SQ040,Gamma Guild,Astro Alley,Strategist,Shield Drone,34,26,6611.2,47.5,35.8,88,91,0.236,0.4,Water,Arena App,Hover Tram,6.2,79.2,late check-in
LT0136,SQ045,Hyper Hawks,Nova Spire,Strategist,Shield Drone,6,31,4586.5,35.9,43.1,88,94,0.23,-2.9,Photon Fizz,Arena App,Walk,3.8,77.6,needs recalibration
LT0137,sq010,Quantum Queens,Nebula Nexus,Strategist,Stealth Rig,34,30,7760.6,54.7,44.7,84,99,0.206,-3.4,Water,SMS Alert,E-scooter,7.9,74.4,pair with rookie
LT0138,SQ041,Neon Ninjas,Nova Spire,Scout,Dual Pulse,24,25,7460.2,59.1,42.2,52,54,0.349,4.8,Photon Fizz,Squad Mentor,Walk,7.7,62.7,follow-up for interview
