player_id,squad_id,squad_name,home_arena,role,preferred_loadout,matches_played,assists,season_score,tag_accuracy_pct,shield_uptime_pct,stamina_score,reflex_score,reaction_time_sec,energy_delta_pct,favorite_drink,preferred_channel,commute_mode,glow_rating,wellbeing_index,scout_notes
LT0027,SQ040,Gamma Guild,Nova Spire,Scout,Shield Drone,23,29,5059.0,51.8,34.2,84,88,0.319,12.6,Quasar Quench,Arena App,E-scooter,1.0,71.1,pair with rookie
LT0028,SQ040,Gamma Guild,Photon Forge,Sniper,Support Pod,29,8,6149.0,53.3,18.5,81,99,0.308,2.0,Water,Squad Mentor,Carpool,6.0,95.3,pair with rookie
LT0029,SQ019,Solar Sparks,Nebula Nexus,Sniper,Dual Pulse,8,33,,57.6,41.4,52,48,0.194,14.5,Star Seltzer,Arena App,Walk,4.0,76.9,pair with rookie
LT0030,SQ040,Gamma Guild,Nova Spire,Sniper,Dual Pulse,32,30,5246.0,36.7,64.2,76,84,0.176,4.8,Star Seltzer,HoloCom,Hover Tram,1.0,85.7,late check-in
LT0031,SQ040,Gamma Guild,Nova Spire,Strategist,Shield Drone,19,2,3512.0,27.8,48.1,93,93,0.291,14.2,Photon Fizz,Beacon Screens,E-scooter,5.0,96.0,late check-in
LT0032,SQ010,Quantum Queens,Photon Forge,Strategist,Stealth Rig,37,26,5274.0,54.4,15.4,62,51,0.255,4.9,Star Seltzer,Squad Mentor,Hover Tram,7.0,58.1,pair with rookie
LT0033,sq010,Quantum Queens,Photon Forge,Scout,Stealth Rig,33,27,9778.0,42.6,13.4,53,46,0.431,23.4,Star Seltzer,Squad Mentor,Carpool,6.0,70.0,prefers stealth mode
LT0034,SQ010,Quantum Queens,Astro Alley,Engineer,Shield Drone,14,20,6955.0,43.7,29.2,98,95,0.16,9.1,Nebula Nectar,Arena App,Carpool,4.0,85.1,late check-in
LT0035,SQ019,Solar Sparks,Nova Spire,Captain,Shield Drone,32,18,2649.0,52.0,83.6,56,98,0.411,20.3,Star Seltzer,SMS Alert,Walk,10.0,77.8,needs recalibration
LT0036,SQ041,Neon Ninjas,Nebula Nexus,Engineer,Rail Blaster,38,15,9438.0,54.1,78.7,55,77,0.266,-3.1,Star Seltzer,Arena App,E-scooter,6.0,85.1,late check-in
LT0037,SQ010,Quantum Queens,Astro Alley,Sniper,,20,19,9614.0,64.4,26.3,78,41,0.204,18.2,Water,Arena App,Carpool,1.0,59.3,prefers stealth mode
LT0038,SQ045,Hyper Hawks,Nebula Nexus,Scout,Stealth Rig,14,15,7504.0,36.1,48.3,58,77,0.261,7.0,Photon Fizz,SMS Alert,Transit,5.0,73.6,prefers stealth mode
LT0039,SQ019,Solar Sparks,Nebula Nexus,Strategist,Rail Blaster,15,33,3381.0,32.7,86.2,57,46,0.241,0.3,Photon Fizz,Squad Mentor,Transit,4.0,78.8,
LT0040,SQ041,Neon Ninjas,Astro Alley,Strategist,Shield Drone,22,15,3240.0,50.4,93.5,50,82,0.364,-2.3,Water,Beacon Screens,Transit,2.0,63.0,needs recalibration
LT0041,SQ010,Quantum Queens,Astro Alley,Engineer,Rail Blaster,33,29,8968.0,35.9,69.2,80,62,0.262,-1.3,Quasar Quench,Beacon Screens,Carpool,10.0,77.7,late check-in
LT0042,SQ010,Quantum Queens,Astro Alley,Sniper,Stealth Rig,14,35,3997.0,55.9,46.4,74,50,0.228,12.2,Star Seltzer,SMS Alert,Transit,1.0,85.4,pair with rookie
LT0043,SQ019,Solar Sparks,Astro Alley,Scout,Stealth Rig,26,29,,24.5,11.9,58,91,0.231,9.7,Nebula Nectar,Arena App,Walk,3.0,62.4,pair with rookie
LT0044,SQ041,Neon Ninjas,Nebula Nexus,Scout,,33,19,9317.0,26.2,41.1,76,57,0.432,8.7,Star Seltzer,SMS Alert,Hover Tram,1.0,65.3,pair with rookie
LT0045,SQ040,Gamma Guild,Astro Alley,Sniper,,19,1,7641.0,66.1,16.2,84,72,0.294,13.8,Quasar Quench,Arena App,Carpool,7.0,89.6,follow-up for interview
LT0046,SQ010,Quantum Queens,Astro Alley,Engineer,Stealth Rig,23,8,6414.0,59.7,37.3,65,49,0.173,6.2,Nebula Nectar,Beacon Screens,Hover Tram,10.0,73.8,needs recalibration
LT0047,SQ019,Solar Sparks,Astro Alley,Scout,Rail Blaster,17,19,7258.0,40.9,47.6,90,59,0.211,4.9,Star Seltzer,SMS Alert,Carpool,8.0,70.9,prefers stealth mode
LT0048,SQ019,Solar Sparks,Photon Forge,Engineer,Stealth Rig,36,13,,37.1,27.8,64,50,0.412,-1.2,Nebula Nectar,Squad Mentor,E-scooter,10.0,77.1,prefers stealth mode
LT0049,SQ040,Gamma Guild,Nebula Nexus,Sniper,Rail Blaster,8,31,4796.0,37.5,67.1,75,75,0.439,-3.1,Quasar Quench,Squad Mentor,E-scooter,10.0,73.2,late check-in
LT0050,SQ019,Solar Sparks,Astro Alley,Captain,Dual Pulse,12,31,2150.0,50.7,69.1,75,44,0.199,23.6,Nebula Nectar,Beacon Screens,E-scooter,5.0,65.4,pair with rookie
LT0051,SQ010,Quantum Queens,Nova Spire,Captain,Support Pod,20,7,5463.0,27.0,15.4,97,62,0.404,14.8,Photon Fizz,Arena App,Transit,10.0,77.9,
LT0052,SQ041,Neon Ninjas,Astro Alley,Scout,Rail Blaster,20,0,7581.0,33.8,88.0,57,55,0.304,4.4,Photon Fizz,Beacon Screens,Hover Tram,9.0,83.0,prefers stealth mode
LT0053,SQ040,Gamma Guild,Nova Spire,Captain,Dual Pulse,9,3,8852.0,27.0,86.5,75,52,0.307,16.0,Photon Fizz,SMS Alert,E-scooter,6.0,86.3,follow-up for interview
LT0054,SQ041,Neon Ninjas,Photon Forge,Captain,Dual Pulse,10,17,8970.0,45.1,32.3,92,86,0.39,8.9,Photon Fizz,Arena App,Transit,3.0,88.7,
LT0055,SQ040,Gamma Guild,Astro Alley,Captain,Support Pod,23,10,3625.0,57.8,76.6,79,60,0.172,9.1,Nebula Nectar,Squad Mentor,Transit,4.0,85.1,follow-up for interview
LT0056,SQ040,Gamma Guild,Photon Forge,Strategist,,33,8,3137.0,44.1,46.4,92,69,0.367,-1.4,Quasar Quench,Arena App,E-scooter,2.0,59.3,
LT0057,SQ019,Solar Sparks,Astro Alley,Scout,,8,33,5222.0,39.1,75.6,90,42,0.229,20.3,Quasar Quench,Squad Mentor,Walk,4.0,74.7,prefers stealth mode
LT0058,SQ045,Hyper Hawks,Nova Spire,Engineer,Rail Blaster,39,28,8162.0,29.3,34.6,89,40,0.408,1.7,Star Seltzer,Arena App,Carpool,5.0,67.9,
LT0059,SQ045,Hyper Hawks,Astro Alley,Engineer,Rail Blaster,32,4,3584.0,57.2,80.5,51,92,0.316,-1.3,Nebula Nectar,SMS Alert,Walk,9.0,91.0,needs recalibration
LT0060,SQ040,Gamma Guild,Astro Alley,Sniper,Stealth Rig,36,6,2202.0,60.9,93.1,88,56,0.214,14.0,Water,Beacon Screens,Walk,10.0,55.8,prefers stealth mode
LT0061,SQ010,Quantum Queens,Astro Alley,Strategist,Stealth Rig,39,29,7893.0,35.0,22.1,57,89,0.218,12.5,Quasar Quench,HoloCom,E-scooter,6.0,83.9,late check-in
LT0062,SQ040,Gamma Guild,Nova Spire,Captain,Rail Blaster,18,24,,48.1,61.2,72,46,0.346,0.9,Nebula Nectar,SMS Alert,Walk,4.0,62.5,prefers stealth mode
LT0063,SQ045,Hyper Hawks,Photon Forge,Engineer,Stealth Rig,36,22,6656.0,36.3,49.7,99,71,0.266,23.9,Nebula Nectar,HoloCom,Transit,2.0,70.6,
LT0064,SQ045,Hyper Hawks,Nebula Nexus,Engineer,,22,10,4525.0,46.7,54.3,85,42,0.24,3.5,Photon Fizz,HoloCom,Walk,1.0,70.4,late check-in
LT0065,SQ040,Gamma Guild,Nova Spire,Strategist,Dual Pulse,13,18,4172.0,62.7,56.5,67,79,0.204,0.7,Nebula Nectar,SMS Alert,Transit,7.0,65.6,late check-in
LT0066,SQ045,Hyper Hawks,Nebula Nexus,Captain,Rail Blaster,28,22,5039.0,36.9,56.7,73,95,0.33,17.0,Photon Fizz,SMS Alert,E-scooter,6.0,65.9,late check-in
LT0067,SQ040,Gamma Guild,Nebula Nexus,Engineer,Stealth Rig,27,27,,38.4,52.0,53,77,0.335,-2.0,Star Seltzer,SMS Alert,E-scooter,9.0,92.3,
LT0068,SQ019,Solar Sparks,Astro Alley,Sniper,Shield Drone,14,13,4918.0,25.6,19.4,92,81,0.279,16.2,Nebula Nectar,SMS Alert,E-scooter,1.0,97.6,prefers stealth mode
LT0069,SQ045,Hyper Hawks,Nebula Nexus,Engineer,,52,15,5917.0,59.2,39.3,70,43,0.192,22.8,Water,HoloCom,Carpool,10.0,92.3,follow-up for interview
LT0070,SQ019,Solar Sparks,Nova Spire,Captain,Dual Pulse,8,14,2536.0,50.9,11.5,74,89,0.402,0.7,Water,HoloCom,Carpool,10.0,57.3,follow-up for interview
LT0071,SQ019,Solar Sparks,Nebula Nexus,Scout,Support Pod,32,22,6110.0,31.3,37.8,58,62,0.181,-3.2,Star Seltzer,HoloCom,Transit,9.0,66.7,pair with rookie
LT0072,SQ010,Quantum Queens,Nova Spire,Captain,Stealth Rig,33,33,4313.0,36.2,75.5,82,70,0.417,12.3,Quasar Quench,Squad Mentor,Hover Tram,5.0,68.5,needs recalibration
LT0073,SQ019,Solar Sparks,Photon Forge,Captain,Rail Blaster,33,21,2507.0,22.1,14.0,55,65,0.305,4.8,Quasar Quench,Arena App,Hover Tram,3.0,94.1,late check-in
LT0074,SQ019,Solar Sparks,Astro Alley,Sniper,Support Pod,18,18,8933.0,33.9,74.7,74,57,0.323,22.0,Photon Fizz,HoloCom,Hover Tram,4.0,81.7,
LT0075,SQ045,Hyper Hawks,Astro Alley,Captain,Dual Pulse,34,3,2095.0,64.5,56.5,61,61,0.349,11.8,Quasar Quench,Beacon Screens,Walk,6.0,73.1,follow-up for interview
LT0076,SQ019,Solar Sparks,Nebula Nexus,Engineer,Shield Drone,29,8,8356.0,28.4,62.5,69,52,0.444,7.4,Water,Beacon Screens,Walk,9.0,91.2,late check-in
LT0077,SQ045,Hyper Hawks,Astro Alley,Scout,,34,2,3221.0,51.6,15.7,58,53,0.217,8.6,Photon Fizz,Arena App,Walk,9.0,56.8,follow-up for interview
LT0078,SQ010,Quantum Queens,Nebula Nexus,Captain,Rail Blaster,7,4,5894.0,51.3,81.7,65,85,0.359,14.9,Star Seltzer,Squad Mentor,Carpool,6.0,81.3,needs recalibration
LT0079,SQ019,Solar Sparks,Astro Alley,Scout,Stealth Rig,39,20,7624.0,39.6,11.5,73,55,0.286,11.5,Nebula Nectar,HoloCom,Transit,1.0,97.1,
LT0080,SQ010,Quantum Queens,Nova Spire,Captain,Support Pod,28,30,6371.0,66.3,76.9,73,85,0.334,21.5,Quasar Quench,SMS Alert,Carpool,9.0,66.8,pair with rookie
LT0081,SQ010,Quantum Queens,Astro Alley,Scout,,35,17,8933.0,67.1,35.4,99,76,0.181,13.5,Nebula Nectar,SMS Alert,Carpool,6.0,55.2,needs recalibration
LT0082,SQ045,Hyper Hawks,Photon Forge,Strategist,Stealth Rig,10,33,,66.4,33.2,91,48,0.322,24.9,Star Seltzer,HoloCom,Carpool,1.0,92.5,late check-in
LT0083,sq041,Neon Ninjas,Nebula Nexus,Engineer,,23,27,5356.0,66.8,29.5,92,51,0.18,10.1,Quasar Quench,Beacon Screens,Walk,5.0,64.7,pair with rookie
LT0084,SQ019,Solar Sparks,Photon Forge,Captain,Dual Pulse,20,30,5074.0,25.4,26.2,86,58,0.254,-2.9,Nebula Nectar,Squad Mentor,Transit,8.0,93.0,pair with rookie
LT0085,SQ019,Solar Sparks,Nova Spire,Scout,Stealth Rig,35,18,3798.0,27.8,47.4,82,69,0.306,4.0,Photon Fizz,Squad Mentor,Walk,10.0,77.1,follow-up for interview
LT0086,SQ045,Hyper Hawks,Photon Forge,Scout,Shield Drone,20,12,6361.0,60.8,22.4,82,43,0.363,22.4,Nebula Nectar,Squad Mentor,Hover Tram,8.0,68.8,needs recalibration
LT0087,SQ045,Hyper Hawks,Astro Alley,Sniper,Dual Pulse,22,7,3575.0,36.4,34.9,55,46,0.215,13.1,Star Seltzer,Squad Mentor,Walk,7.0,97.6,needs recalibration
LT0088,SQ010,Quantum Queens,Photon Forge,Captain,Stealth Rig,32,9,5562.0,35.2,44.1,71,77,0.212,9.8,Star Seltzer,Beacon Screens,Transit,6.0,97.2,late check-in
LT0089,SQ040,Gamma Guild,Nebula Nexus,Sniper,Dual Pulse,29,2,3135.0,46.6,24.3,71,77,0.218,5.2,Star Seltzer,Beacon Screens,E-scooter,8.0,92.5,follow-up for interview
LT0090,SQ045,Hyper Hawks,Nebula Nexus,Strategist,Support Pod,20,3,6749.0,56.9,89.5,64,86,0.277,16.8,Star Seltzer,HoloCom,Walk,9.0,78.1,late check-in
LT0091,SQ041,Neon Ninjas,Astro Alley,Sniper,Shield Drone,5,26,4100.0,51.0,41.9,81,42,0.323,3.3,Water,Arena App,E-scooter,5.0,60.0,follow-up for interview
LT0092,SQ010,Quantum Queens,Nova Spire,Strategist,,5,13,8888.0,48.8,48.5,51,49,0.283,14.7,Nebula Nectar,SMS Alert,Walk,6.0,72.7,pair with rookie
LT0093,SQ041,Neon Ninjas,Photon Forge,Scout,Shield Drone,38,4,2498.0,57.7,83.5,88,40,0.37,13.7,Nebula Nectar,Squad Mentor,E-scooter,7.0,66.6,follow-up for interview
LT0094,SQ010,Quantum Queens,Astro Alley,Scout,Stealth Rig,19,18,3070.0,24.9,42.6,63,77,0.191,1.2,Water,SMS Alert,Walk,7.0,86.3,needs recalibration
LT0095,sq045,Hyper Hawks,Nova Spire,Scout,Stealth Rig,5,14,7573.0,63.8,71.3,85,54,0.178,3.4,Quasar Quench,Arena App,Walk,5.0,89.6,prefers stealth mode
LT0096,SQ019,Solar Sparks,Photon Forge,Sniper,Stealth Rig,11,1,9775.0,51.1,76.2,83,61,0.279,0.6,Photon Fizz,Arena App,E-scooter,8.0,86.1,follow-up for interview
LT0097,SQ041,Neon Ninjas,Nebula Nexus,Sniper,Support Pod,9,32,7319.0,35.4,13.0,80,84,0.445,16.9,Water,Beacon Screens,Hover Tram,3.0,66.4,prefers stealth mode
LT0098,SQ045,Hyper Hawks,Nova Spire,Engineer,Support Pod,29,6,8546.0,58.7,31.5,95,72,0.406,10.5,Photon Fizz,Squad Mentor,E-scooter,4.0,65.5,follow-up for interview
LT0099,SQ045,Hyper Hawks,Photon Forge,Strategist,Shield Drone,34,6,3749.0,63.2,37.2,60,48,0.327,-1.4,Water,Beacon Screens,Transit,4.0,73.5,pair with rookie
LT0100,SQ045,Hyper Hawks,Nova Spire,Scout,Stealth Rig,8,14,3015.0,67.2,14.9,96,56,0.17,10.2,Nebula Nectar,SMS Alert,Transit,3.0,79.2,pair with rookie
LT0101,sq040,Gamma Guild,Astro Alley,Strategist,Support Pod,13,1,3439.0,26.4,28.1,55,44,0.166,13.8,Nebula Nectar,SMS Alert,Hover Tram,7.0,64.3,follow-up for interview
LT0102,sq045,Hyper Hawks,Astro Alley,Engineer,Stealth Rig,13,10,8043.0,58.0,81.3,74,43,0.314,0.7,Water,Arena App,Transit,7.0,94.6,
LT0103,SQ040,Gamma Guild,Nebula Nexus,Captain,Shield Drone,24,9,5247.0,37.7,81.4,53,84,0.213,20.1,Quasar Quench,Beacon Screens,Carpool,9.0,75.8,needs recalibration
LT0104,SQ019,Solar Sparks,Astro Alley,Scout,,13,33,,28.7,87.5,53,58,0.215,17.4,Water,Beacon Screens,Transit,1.0,83.9,
LT0105,SQ040,Gamma Guild,Nebula Nexus,Engineer,Shield Drone,21,33,9657.0,60.8,84.5,67,66,0.187,17.8,Water,Squad Mentor,E-scooter,3.0,75.3,needs recalibration
LT0106,SQ041,Neon Ninjas,Nova Spire,Engineer,,15,33,3916.0,60.4,26.6,53,43,0.438,4.6,Photon Fizz,Squad Mentor,Transit,6.0,72.6,pair with rookie
LT0107,SQ010,Quantum Queens,Nebula Nexus,Sniper,Support Pod,33,35,8554.0,61.2,12.7,69,74,0.27,4.3,Photon Fizz,Arena App,Walk,9.0,80.6,needs recalibration
LT0108,SQ041,Neon Ninjas,Photon Forge,Scout,Shield Drone,17,31,,45.5,41.6,67,44,0.273,-2.2,Star Seltzer,Beacon Screens,Hover Tram,3.0,88.4,late check-in
LT0109,SQ045,Hyper Hawks,Photon Forge,Strategist,Rail Blaster,11,1,3798.0,38.7,36.1,64,53,0.433,-2.1,Star Seltzer,Beacon Screens,Hover Tram,7.0,95.3,prefers stealth mode
LT0110,SQ019,Solar Sparks,Photon Forge,Strategist,Rail Blaster,17,16,9664.0,23.7,20.7,68,82,0.425,1.7,Quasar Quench,SMS Alert,Carpool,9.0,94.4,
LT0111,SQ010,Quantum Queens,Nebula Nexus,Engineer,Stealth Rig,7,29,6401.0,36.3,57.4,93,84,0.156,5.0,Star Seltzer,HoloCom,Hover Tram,2.0,83.5,needs recalibration
LT0112,SQ045,Hyper Hawks,Photon Forge,Captain,Dual Pulse,22,17,2131.0,65.1,11.6,80,68,0.396,22.9,Star Seltzer,HoloCom,Transit,4.0,85.4,
LT0113,SQ041,Neon Ninjas,Astro Alley,Engineer,Rail Blaster,36,21,8981.0,28.3,16.1,76,86,0.219,13.1,Water,HoloCom,Transit,1.0,72.7,pair with rookie
LT0114,SQ045,Hyper Hawks,Nova Spire,Scout,,20,16,5289.0,51.8,38.4,79,85,0.427,11.4,Nebula Nectar,SMS Alert,Transit,7.0,72.6,follow-up for interview
LT0115,SQ045,Hyper Hawks,Astro Alley,Captain,Dual Pulse,21,17,6852.0,48.8,80.8,52,83,0.211,14.0,Photon Fizz,Beacon Screens,Carpool,4.0,65.7,needs recalibration
LT0116,SQ040,Gamma Guild,Photon Forge,Captain,Rail Blaster,20,11,2310.0,62.8,83.1,92,81,0.207,13.6,Star Seltzer,SMS Alert,Walk,8.0,83.8,follow-up for interview
LT0117,SQ019,Solar Sparks,Nebula Nexus,Engineer,Stealth Rig,25,9,3034.0,48.6,50.9,68,69,0.391,3.0,Star Seltzer,Squad Mentor,Hover Tram,1.0,65.0,late check-in
LT0118,SQ010,Quantum Queens,Photon Forge,Engineer,Shield Drone,38,23,,55.3,22.0,53,61,0.438,4.0,Star Seltzer,Beacon Screens,Transit,2.0,62.7,prefers stealth mode
LT0119,SQ010,Quantum Queens,Photon Forge,Captain,Stealth Rig,25,5,3740.0,57.9,61.3,73,58,0.194,22.2,Water,HoloCom,E-scooter,3.0,71.5,pair with rookie
LT0120,SQ019,Solar Sparks,Astro Alley,Scout,Support Pod,33,2,6555.0,45.0,74.6,66,56,0.369,22.0,Water,Arena App,Transit,5.0,58.1,
LT0121,SQ041,Neon Ninjas,Nova Spire,Engineer,Shield Drone,16,34,4497.0,41.3,49.5,56,90,0.343,5.0,Nebula Nectar,Beacon Screens,Hover Tram,5.0,72.5,
LT0122,sq045,Hyper Hawks,Nebula Nexus,Strategist,Rail Blaster,16,4,,55.3,42.2,89,81,0.213,0.0,Photon Fizz,Squad Mentor,E-scooter,10.0,90.6,needs recalibration
LT0123,SQ019,Solar Sparks,Astro Alley,Strategist,Stealth Rig,23,16,8139.0,44.3,50.0,72,40,0.312,11.1,Water,HoloCom,Carpool,1.0,55.7,prefers stealth mode
LT0124,sq040,Gamma Guild,Nova Spire,Scout,Support Pod,22,31,5474.0,22.1,48.2,68,53,0.388,8.3,Photon Fizz,SMS Alert,Hover Tram,8.0,95.3,prefers stealth mode
LT0125,SQ041,Neon Ninjas,Astro Alley,Captain,Support Pod,22,14,7913.0,50.2,31.4,63,64,0.326,8.9,Photon Fizz,Arena App,E-scooter,9.0,89.1,needs recalibration
LT0126,sq010,Quantum Queens,Astro Alley,Captain,Support Pod,22,30,2407.0,56.5,89.7,89,73,0.292,-4.6,Water,Squad Mentor,Hover Tram,1.0,76.3,prefers stealth mode
LT0127,SQ045,Hyper Hawks,Nebula Nexus,Engineer,,38,3,,52.9,65.4,63,92,0.251,10.9,Photon Fizz,SMS Alert,E-scooter,6.0,91.5,follow-up for interview
LT0128,SQ010,Quantum Queens,Nova Spire,Sniper,Rail Blaster,40,10,7106.0,25.4,10.4,67,52,0.151,3.8,Star Seltzer,Beacon Screens,Hover Tram,4.0,79.0,needs recalibration
LT0129,SQ019,Solar Sparks,Astro Alley,Scout,Dual Pulse,17,6,4748.0,65.0,34.8,87,52,0.344,11.5,Nebula Nectar,Arena App,Carpool,2.0,94.5,prefers stealth mode
LT0130,SQ040,Gamma Guild,Nebula Nexus,Strategist,Dual Pulse,15,28,9396.0,55.4,94.4,95,64,0.222,8.3,Photon Fizz,HoloCom,Transit,8.0,79.8,pair with rookie
LT0131,SQ045,Hyper Hawks,Photon Forge,Captain,Stealth Rig,12,30,7000.0,47.3,17.0,67,62,0.299,9.9,Nebula Nectar,Arena App,Carpool,3.0,74.1,prefers stealth mode
LT0132,sq045,Hyper Hawks,Astro Alley,Sniper,Shield Drone,21,29,6479.0,29.3,15.1,78,90,0.379,4.2,Water,Beacon Screens,Carpool,7.0,61.3,pair with rookie
LT0133,SQ019,Solar Sparks,Photon Forge,Strategist,Shield Drone,7,18,7983.0,30.6,22.3,53,48,0.252,-1.5,Water,Beacon Screens,E-scooter,8.0,97.6,needs recalibration
LT0134,SQ040,Gamma Guild,Nova Spire,Engineer,Dual Pulse,7,0,8891.0,39.1,25.5,97,68,0.332,8.8,Photon Fizz,Squad Mentor,E-scooter,8.0,69.1,follow-up for interview
LT0135,SQ040,Gamma Guild,Astro Alley,Strategist,Shield Drone,34,26,2524.0,47.5,35.8,88,91,0.329,0.4,Water,Arena App,Hover Tram,9.0,98.0,late check-in
LT0136,SQ045,Hyper Hawks,Nova Spire,Strategist,Shield Drone,6,31,3451.0,35.9,43.1,88,94,0.444,-2.9,Photon Fizz,Arena App,Walk,8.0,72.2,needs recalibration
LT0137,sq010,Quantum Queens,Nebula Nexus,Strategist,Stealth Rig,34,30,5664.0,54.7,44.7,84,99,0.346,-3.4,Water,SMS Alert,E-scooter,4.0,94.9,pair with rookie
LT0138,SQ041,Neon Ninjas,Nova Spire,Scout,Dual Pulse,24,25,6159.0,59.1,42.2,52,54,0.323,4.8,Photon Fizz,Squad Mentor,Walk,10.0,69.2,follow-up for interview
